IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
4.216.236.188,80,0,false,LAX,North America,Los Angeles,74,0.00
20.2.219.45,80,0,false,HKG,Asia Pacific,Hong Kong,31,0.00
20.193.145.135,80,0,false,BOM,Asia Pacific,Mumbai,66,0.00
20.18.32.188,443,0,false,NRT,Asia Pacific,Tokyo,71,0.00
20.40.103.32,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
20.46.125.42,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
20.233.1.56,8443,443,true,BOM,Asia Pacific,Mumbai,87,0.00
20.46.144.137,2083,443,true,BOM,Asia Pacific,Mumbai,89,0.00
20.203.143.117,2082,80,false,MXP,Europe,Milan,149,0.00
20.203.143.112,2086,80,false,MXP,Europe,Milan,150,0.00
20.203.143.112,2096,80,false,MXP,Europe,Milan,151,0.00
51.116.102.74,80,0,false,FRA,Europe,Frankfurt,155,0.00
4.182.5.115,8443,443,true,FRA,Europe,Frankfurt,155,0.00
13.87.92.42,443,0,true,LHR,Europe,London,156,0.00
104.40.244.228,443,443,true,AMS,Europe,Amsterdam,156,0.00
4.182.5.115,2053,443,true,FRA,Europe,Frankfurt,158,0.00
108.142.152.44,80,0,false,AMS,Europe,Amsterdam,163,0.00
20.245.7.79,443,0,true,SJC,North America,San Jose,169,0.00
20.157.97.104,80,80,false,AMS,Europe,Amsterdam,175,0.00
4.223.96.166,80,0,false,WAW,Europe,Warsaw,177,0.00
20.221.98.65,8080,80,false,ORD,North America,Chicago,200,0.00
20.104.218.53,80,0,false,YYZ,North America,Toronto,219,0.00
20.22.128.5,80,0,false,IAD,North America,Ashburn,223,0.00
20.96.217.205,80,0,false,IAD,North America,Ashburn,228,0.00
20.121.139.153,80,0,false,IAD,North America,Ashburn,237,0.00
40.87.80.77,80,0,false,IAD,North America,Ashburn,239,0.00
