IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
18.230.65.188,8880,0,false,ORD,North America,Chicago,359,0.00
18.229.143.19,2053,0,false,ORD,North America,Chicago,378,0.00
18.231.198.127,2053,0,false,ORD,North America,Chicago,369,0.00
18.231.190.41,2096,0,false,ORD,North America,Chicago,344,0.00
18.230.76.174,2095,0,false,ORD,North America,Chicago,408,0.00
18.231.94.237,8080,0,false,ORD,North America,Chicago,368,0.00
18.228.172.147,2096,0,false,ORD,North America,Chicago,354,0.00
18.230.124.145,8443,0,false,ORD,North America,Chicago,361,0.00
18.230.154.45,8880,0,false,ORD,North America,Chicago,363,0.00
54.233.183.56,2096,0,false,ORD,North America,Chicago,351,0.00
18.229.131.75,80,0,false,ORD,North America,Chicago,364,0.00
18.230.26.5,2083,0,false,ORD,North America,Chicago,375,0.00
52.67.141.101,8443,0,false,ORD,North America,Chicago,350,0.00
18.231.198.127,2087,0,false,ORD,North America,Chicago,345,0.00
18.231.2.47,8880,0,false,ORD,North America,Chicago,346,0.00
18.230.82.64,8443,0,false,ORD,North America,Chicago,353,0.00
18.231.87.214,80,0,false,ORD,North America,Chicago,362,0.00
18.230.227.254,8880,0,false,ORD,North America,Chicago,354,0.00
15.228.192.27,2096,0,false,ORD,North America,Chicago,358,0.00
52.67.141.101,80,0,false,ORD,North America,Chicago,362,0.00
18.229.124.19,2082,0,false,ORD,North America,Chicago,360,0.00
54.232.135.80,2096,0,false,ORD,North America,Chicago,359,0.00
18.229.131.75,2052,0,false,ORD,North America,Chicago,424,0.00
18.230.154.45,2095,0,false,ORD,North America,Chicago,343,0.00
54.232.130.58,2095,0,false,ORD,North America,Chicago,349,0.00
15.228.192.27,8443,0,false,ORD,North America,Chicago,359,0.00
18.231.87.214,8880,0,false,ORD,North America,Chicago,372,0.00
18.231.94.237,2052,0,false,ORD,North America,Chicago,363,0.00
18.231.2.47,2095,0,false,ORD,North America,Chicago,352,0.00
54.207.127.14,80,0,false,ORD,North America,Chicago,366,0.00
18.231.87.214,2086,0,false,ORD,North America,Chicago,350,0.00
15.228.191.110,2053,0,false,ORD,North America,Chicago,360,0.00
15.228.191.110,2083,0,false,ORD,North America,Chicago,366,0.00
18.230.65.188,443,0,false,ORD,North America,Chicago,367,0.00
18.228.172.147,2087,0,false,ORD,North America,Chicago,365,0.00
15.228.191.110,2096,0,false,ORD,North America,Chicago,357,0.00
18.230.59.9,2086,0,false,ORD,North America,Chicago,355,0.00
18.230.65.188,8443,0,false,ORD,North America,Chicago,363,0.00
15.228.192.27,2083,0,false,ORD,North America,Chicago,366,0.00
18.231.88.32,443,0,false,ORD,North America,Chicago,368,0.00
18.228.172.147,2082,0,false,ORD,North America,Chicago,366,0.00
18.230.124.145,2095,0,false,ORD,North America,Chicago,370,0.00
18.230.76.174,2052,0,false,ORD,North America,Chicago,353,0.00
18.231.198.127,8880,0,false,ORD,North America,Chicago,366,0.00
18.230.82.64,80,0,false,ORD,North America,Chicago,415,0.00
18.230.154.45,2083,0,false,ORD,North America,Chicago,362,0.00
54.232.135.80,2053,0,false,ORD,North America,Chicago,379,0.00
18.228.172.147,2053,0,false,ORD,North America,Chicago,350,0.00
18.229.124.19,2095,0,false,ORD,North America,Chicago,355,0.00
18.229.216.165,80,0,false,ORD,North America,Chicago,370,0.00
18.229.131.75,8880,0,false,ORD,North America,Chicago,381,0.00
18.230.65.188,2083,0,false,ORD,North America,Chicago,358,0.00
18.231.87.214,2087,0,false,ORD,North America,Chicago,416,0.00
52.67.141.101,2095,0,false,ORD,North America,Chicago,416,0.00
18.229.143.19,2095,0,false,ORD,North America,Chicago,362,0.00
18.231.2.47,2082,0,false,ORD,North America,Chicago,346,0.00
15.228.192.27,2082,0,false,ORD,North America,Chicago,359,0.00
18.229.131.75,2082,0,false,ORD,North America,Chicago,356,0.00
18.230.65.188,2086,0,false,ORD,North America,Chicago,359,0.00
18.230.76.174,443,0,false,ORD,North America,Chicago,354,0.00
18.229.124.19,2087,0,false,ORD,North America,Chicago,365,0.00
18.231.94.237,2082,0,false,ORD,North America,Chicago,360,0.00
54.233.183.56,2052,0,false,ORD,North America,Chicago,363,0.00
18.231.88.32,8080,0,false,ORD,North America,Chicago,355,0.00
18.231.88.32,2083,0,false,ORD,North America,Chicago,344,0.00
18.231.94.237,80,0,false,ORD,North America,Chicago,359,0.00
18.231.190.41,2082,0,false,ORD,North America,Chicago,354,0.00
18.231.87.214,2096,0,false,ORD,North America,Chicago,379,0.00
15.228.192.27,80,0,false,ORD,North America,Chicago,354,0.00
18.230.59.9,2052,0,false,ORD,North America,Chicago,356,0.00
18.231.94.237,2053,0,false,ORD,North America,Chicago,359,0.00
18.230.59.9,443,0,false,ORD,North America,Chicago,360,0.00
18.230.26.5,2086,0,false,ORD,North America,Chicago,378,0.00
15.228.192.27,2052,0,false,ORD,North America,Chicago,360,0.00
18.229.124.19,2096,0,false,ORD,North America,Chicago,360,0.00
52.67.141.101,2083,0,false,ORD,North America,Chicago,361,0.00
18.230.76.174,2053,0,false,ORD,North America,Chicago,348,0.00
15.228.191.110,2052,0,false,ORD,North America,Chicago,359,0.00
18.230.26.5,2082,0,false,ORD,North America,Chicago,347,0.00
18.230.124.145,2083,0,false,ORD,North America,Chicago,359,0.00
18.231.198.127,2082,0,false,ORD,North America,Chicago,350,0.00
18.230.124.145,2082,0,false,ORD,North America,Chicago,363,0.00
54.233.183.56,2082,0,false,ORD,North America,Chicago,359,0.00
18.230.76.174,8443,0,false,ORD,North America,Chicago,359,0.00
18.231.87.214,8080,0,false,ORD,North America,Chicago,363,0.00
18.231.109.164,2052,0,false,ORD,North America,Chicago,344,0.00
18.231.2.47,8080,0,false,ORD,North America,Chicago,352,0.00
18.231.198.127,2052,0,false,ORD,North America,Chicago,368,0.00
18.230.82.64,2095,0,false,ORD,North America,Chicago,354,0.00
18.231.88.32,2053,0,false,ORD,North America,Chicago,356,0.00
18.231.2.47,2086,0,false,ORD,North America,Chicago,348,0.00
18.231.94.237,443,0,false,ORD,North America,Chicago,353,0.00
54.233.183.56,8880,0,false,ORD,North America,Chicago,345,0.00
18.228.172.147,2052,0,false,ORD,North America,Chicago,345,0.00
18.228.172.147,2086,0,false,ORD,North America,Chicago,355,0.00
18.231.2.47,8443,0,false,ORD,North America,Chicago,357,0.00
52.67.141.101,2082,0,false,ORD,North America,Chicago,417,0.00
18.229.214.109,80,0,false,ORD,North America,Chicago,373,0.00
15.228.191.110,2082,0,false,ORD,North America,Chicago,373,0.00
52.67.10.183,80,0,false,ORD,North America,Chicago,360,0.00
52.67.141.101,2052,0,false,ORD,North America,Chicago,358,0.00
18.229.62.3,80,0,false,ORD,North America,Chicago,345,0.00
54.232.135.80,2082,0,false,ORD,North America,Chicago,349,0.00
18.230.65.188,2087,0,false,ORD,North America,Chicago,360,0.00
18.230.26.5,8880,0,false,ORD,North America,Chicago,370,0.00
54.232.135.80,2086,0,false,ORD,North America,Chicago,345,0.00
18.229.143.19,8080,0,false,ORD,North America,Chicago,359,0.00
52.67.141.101,2096,0,false,ORD,North America,Chicago,375,0.00
18.231.94.237,8880,0,false,ORD,North America,Chicago,345,0.00
54.232.130.58,2082,0,false,ORD,North America,Chicago,365,0.00
18.231.190.41,2095,0,false,ORD,North America,Chicago,350,0.00
54.232.130.58,8080,0,false,ORD,North America,Chicago,370,0.00
54.233.183.56,2086,0,false,ORD,North America,Chicago,351,0.00
54.232.130.58,2053,0,false,ORD,North America,Chicago,350,0.00
54.232.130.58,2086,0,false,ORD,North America,Chicago,346,0.00
18.230.26.5,8443,0,false,ORD,North America,Chicago,364,0.00
54.232.130.58,2083,0,false,ORD,North America,Chicago,370,0.00
15.228.192.27,8880,0,false,ORD,North America,Chicago,348,0.00
15.228.191.110,8880,0,false,ORD,North America,Chicago,346,0.00
18.230.82.64,8080,0,false,ORD,North America,Chicago,365,0.00
54.233.183.56,80,0,false,ORD,North America,Chicago,417,0.00
52.67.141.101,2087,0,false,ORD,North America,Chicago,368,0.00
18.230.76.174,2087,0,false,ORD,North America,Chicago,367,0.00
18.230.76.174,2082,0,false,ORD,North America,Chicago,353,0.00
52.67.141.101,443,0,false,ORD,North America,Chicago,369,0.00
15.228.192.27,443,0,false,ORD,North America,Chicago,359,0.00
18.230.65.188,2053,0,false,ORD,North America,Chicago,345,0.00
18.230.65.188,8080,0,false,ORD,North America,Chicago,361,0.00
54.232.130.58,8880,0,false,ORD,North America,Chicago,354,0.00
18.231.190.41,443,0,false,ORD,North America,Chicago,348,0.00
54.232.135.80,8443,0,false,ORD,North America,Chicago,353,0.00
15.228.192.27,2086,0,false,ORD,North America,Chicago,359,0.00
18.229.131.75,2095,0,false,ORD,North America,Chicago,344,0.00
18.230.227.254,8080,0,false,ORD,North America,Chicago,352,0.00
18.230.11.92,443,0,false,ORD,North America,Chicago,359,0.00
18.230.59.9,2083,0,false,ORD,North America,Chicago,359,0.00
18.230.11.92,2083,0,false,ORD,North America,Chicago,353,0.00
54.232.130.58,2052,0,false,ORD,North America,Chicago,361,0.00
18.230.82.64,2083,0,false,ORD,North America,Chicago,368,0.00
18.230.11.92,2096,0,false,ORD,North America,Chicago,353,0.00
18.231.190.41,2087,0,false,ORD,North America,Chicago,359,0.00
18.231.87.214,8443,0,false,ORD,North America,Chicago,415,0.00
3.110.176.236,2053,0,false,ORD,North America,Chicago,53,0.00
3.110.176.236,8880,0,false,ORD,North America,Chicago,59,0.00
3.110.176.236,2082,0,false,ORD,North America,Chicago,74,0.00
3.110.176.236,2052,0,false,ORD,North America,Chicago,75,0.00
13.229.29.190,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.215.70.243,80,443,false,SEA,North America,Seattle,191,0.00
3.110.176.236,2083,0,false,ORD,North America,Chicago,68,0.00
3.110.176.236,2096,0,false,ORD,North America,Chicago,73,0.00
3.110.176.236,8443,0,false,ORD,North America,Chicago,66,0.00
3.110.176.236,2086,0,false,ORD,North America,Chicago,72,0.00
13.229.121.127,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
13.51.14.7,80,0,false,ARN,Europe,Stockholm,197,0.00
13.41.165.111,80,0,false,LHR,Europe,London,170,0.00
15.228.191.110,2095,0,false,ORD,North America,Chicago,353,0.00
13.250.30.47,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
18.230.227.254,80,0,false,ORD,North America,Chicago,350,0.00
18.230.227.254,8443,0,false,ORD,North America,Chicago,356,0.00
18.230.227.254,2052,0,false,ORD,North America,Chicago,347,0.00
18.230.227.254,443,0,false,ORD,North America,Chicago,363,0.00
18.230.227.254,2087,0,false,ORD,North America,Chicago,367,0.00
18.230.227.254,2095,0,false,ORD,North America,Chicago,371,0.00
18.228.149.161,80,0,false,ORD,North America,Chicago,359,0.00
18.228.198.164,80,0,false,ORD,North America,Chicago,358,0.00
34.211.24.7,80,0,false,SEA,North America,Seattle,197,0.00
15.188.220.75,80,0,false,CDG,Europe,Paris,171,0.00
18.132.10.113,80,0,false,LHR,Europe,London,167,0.00
15.229.83.45,8080,0,false,GRU,South America,São Paulo,368,0.00
13.40.164.107,80,0,false,LHR,Europe,London,168,0.00
18.130.232.59,80,0,false,LHR,Europe,London,167,0.00
34.210.114.169,80,0,false,SEA,North America,Seattle,196,0.00
18.133.182.60,80,0,false,LHR,Europe,London,166,0.00
13.40.87.121,80,0,false,LHR,Europe,London,166,0.00
15.197.208.38,80,0,false,ORD,North America,Chicago,1,0.00
13.40.147.83,80,0,false,LHR,Europe,London,170,0.00
3.108.44.199,80,0,false,BOM,Asia Pacific,Mumbai,59,0.00
52.220.125.82,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2052,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.178.121,2095,0,false,SIN,Asia Pacific,Singapore,1,0.00
52.221.177.97,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.229.228.163,443,0,true,SIN,Asia Pacific,Singapore,1,0.00
13.212.242.225,8880,0,false,ORD,North America,Chicago,1,0.00
13.212.111.114,443,0,false,ORD,North America,Chicago,1,0.00
13.214.198.33,2053,0,false,ORD,North America,Chicago,1,0.00
13.212.108.88,2087,0,false,ORD,North America,Chicago,1,0.00
13.214.132.107,80,0,false,ORD,North America,Chicago,1,0.00
13.212.169.87,2086,0,false,ORD,North America,Chicago,1,0.00
13.214.198.33,8880,0,false,ORD,North America,Chicago,1,0.00
13.214.198.33,2052,0,false,ORD,North America,Chicago,1,0.00
13.214.34.47,2052,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,443,0,false,ORD,North America,Chicago,1,0.00
13.212.127.123,2087,0,false,ORD,North America,Chicago,1,0.00
13.214.34.47,2095,0,false,ORD,North America,Chicago,1,0.00
13.214.161.121,80,0,false,ORD,North America,Chicago,1,0.00
13.212.127.123,2086,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,8880,0,false,ORD,North America,Chicago,1,0.00
13.214.198.33,80,0,false,ORD,North America,Chicago,1,0.00
3.1.24.13,443,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,8880,0,false,ORD,North America,Chicago,1,0.00
3.1.24.13,2095,0,false,ORD,North America,Chicago,1,0.00
3.1.24.13,2053,0,false,ORD,North America,Chicago,1,0.00
13.214.132.107,2087,0,false,ORD,North America,Chicago,1,0.00
13.212.242.225,2087,0,false,ORD,North America,Chicago,1,0.00
13.212.108.88,8080,0,false,ORD,North America,Chicago,1,0.00
47.128.232.217,2082,0,false,ORD,North America,Chicago,1,0.00
13.214.198.33,2083,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,8443,0,false,ORD,North America,Chicago,1,0.00
13.250.165.148,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.214.122.104,2052,0,false,ORD,North America,Chicago,2,0.00
13.214.122.104,443,0,false,ORD,North America,Chicago,2,0.00
52.221.207.155,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
52.220.66.51,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
3.0.206.153,2053,0,false,ORD,North America,Chicago,2,0.00
13.212.108.88,8443,0,false,ORD,North America,Chicago,2,0.00
3.1.24.13,2082,0,false,ORD,North America,Chicago,2,0.00
3.1.24.13,2086,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,2083,0,false,ORD,North America,Chicago,2,0.00
13.214.34.47,80,0,false,ORD,North America,Chicago,2,0.00
3.1.24.13,2096,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,2087,0,false,ORD,North America,Chicago,2,0.00
18.143.174.74,2053,0,true,SIN,Asia Pacific,Singapore,2,0.00
3.1.24.13,2087,0,false,ORD,North America,Chicago,2,0.00
13.214.161.121,8443,0,false,ORD,North America,Chicago,2,0.00
13.214.161.121,2052,0,false,ORD,North America,Chicago,2,0.00
13.214.34.47,2096,0,false,ORD,North America,Chicago,2,0.00
13.213.50.225,8080,80,false,SIN,Asia Pacific,Singapore,2,0.00
3.0.206.153,2095,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,2052,0,false,ORD,North America,Chicago,2,0.00
3.1.24.13,2052,0,false,ORD,North America,Chicago,2,0.00
13.212.111.114,2095,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,2096,0,false,ORD,North America,Chicago,2,0.00
13.212.102.231,8443,0,false,ORD,North America,Chicago,2,0.00
3.1.24.13,8880,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,2086,0,false,ORD,North America,Chicago,2,0.00
13.213.114.238,80,0,false,ORD,North America,Chicago,2,0.00
13.212.111.114,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.111.114,8443,0,false,ORD,North America,Chicago,2,0.00
13.229.50.75,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
3.0.206.153,2082,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.108.88,80,0,false,ORD,North America,Chicago,2,0.00
47.128.70.41,2053,0,false,ORD,North America,Chicago,2,0.00
13.214.163.216,2053,0,false,ORD,North America,Chicago,2,0.00
18.142.146.14,2052,0,false,ORD,North America,Chicago,2,0.00
47.128.232.217,2053,0,false,ORD,North America,Chicago,2,0.00
52.220.92.36,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
47.128.68.144,80,0,false,ORD,North America,Chicago,2,0.00
13.214.193.35,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
3.1.24.13,80,0,false,ORD,North America,Chicago,2,0.00
13.212.68.239,443,0,false,ORD,North America,Chicago,2,0.00
47.128.232.217,2096,0,false,ORD,North America,Chicago,2,0.00
13.212.127.123,8443,0,false,ORD,North America,Chicago,2,0.00
47.128.70.41,2082,0,false,ORD,North America,Chicago,3,0.00
47.128.70.41,2086,0,false,ORD,North America,Chicago,3,0.00
13.214.163.216,8080,0,false,ORD,North America,Chicago,3,0.00
47.128.70.41,443,0,false,ORD,North America,Chicago,3,0.00
47.128.232.217,2052,0,false,ORD,North America,Chicago,3,0.00
13.229.159.215,443,0,true,SIN,Asia Pacific,Singapore,3,0.00
18.142.252.149,2095,0,false,SIN,Asia Pacific,Singapore,3,0.00
13.212.102.231,2053,0,false,ORD,North America,Chicago,3,0.00
47.128.70.41,2083,0,false,ORD,North America,Chicago,3,0.00
47.128.68.144,8443,0,false,ORD,North America,Chicago,3,0.00
18.143.144.12,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
13.212.102.231,2087,0,false,ORD,North America,Chicago,3,0.00
47.128.70.41,8443,0,false,ORD,North America,Chicago,3,0.00
